seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr20	45522590	45522769	180	*	X11471	2139	45523263	45817492	294230	+	493	upstream	493	EYA2
chr20	45523160	45523161	2	*	X11472	2139	45523263	45817492	294230	+	101	upstream	101	EYA2
chr20	45523160	45523168	9	*	X11473	2139	45523263	45817492	294230	+	94	upstream	94	EYA2
chr20	47445054	47445136	83	*	X11485	57580	47240793	47444420	203628	-	633	upstream	633	PREX1
chr20	48100156	48100275	120	*	X11493	3745	47988505	48100490	111986	-	0	inside	214	KCNB1
chr20	48597776	48598045	270	*	X11495	6615	48599513	48605420	5908	+	1467	upstream	1467	SNAI1
chr20	49639768	49639842	75	*	X11497	3755	49620193	49639675	19483	-	92	upstream	92	KCNG1
chr20	49640983	49641117	135	*	X11498	3755	49620193	49639675	19483	-	1307	upstream	1307	KCNG1
chr20	49640983	49641117	135	*	X11499	3755	49620193	49639675	19483	-	1307	upstream	1307	KCNG1
chr20	50179617	50179676	60	*	X11505	4773	50003494	50179370	175877	-	246	upstream	246	NFATC2
chr20	50180248	50180367	120	*	X11506	4773	50003494	50179370	175877	-	877	upstream	877	NFATC2
chr20	52790092	52790571	480	*	X11514	1591	52769988	52790516	20529	-	0	overlapStart	0	CYP24A1
chr20	52790617	52790658	42	*	X11515	1591	52769988	52790516	20529	-	100	upstream	100	CYP24A1
chr20	55202384	55202503	120	*	X11527	7022	55204358	55214338	9981	+	1854	upstream	1854	TFAP2C
chr20	55202384	55202503	120	*	X11528	7022	55204358	55214338	9981	+	1854	upstream	1854	TFAP2C
chr20	55203691	55203763	73	*	X11529	7022	55204358	55214338	9981	+	594	upstream	594	TFAP2C
chr20	55203584	55203763	180	*	X11530	7022	55204358	55214338	9981	+	594	upstream	594	TFAP2C
chr20	55203869	55204094	226	*	X11531	7022	55204358	55214338	9981	+	263	upstream	263	TFAP2C
chr20	55203869	55204123	255	*	X11532	7022	55204358	55214338	9981	+	234	upstream	234	TFAP2C
chr20	55841470	55841622	153	*	X11547	655	55743809	55841707	97899	-	0	inside	84	BMP7
chr20	55841702	55841832	131	*	X11548	655	55743809	55841707	97899	-	0	overlapStart	0	BMP7
chr20	55842056	55842102	47	*	X11549	655	55743809	55841707	97899	-	348	upstream	348	BMP7
chr20	55841953	55842102	150	*	X11550	655	55743809	55841707	97899	-	245	upstream	245	BMP7
chr20	55842868	55843092	225	*	X11551	655	55743809	55841707	97899	-	1160	upstream	1160	BMP7
chr20	55842868	55843092	225	*	X11552	655	55743809	55841707	97899	-	1160	upstream	1160	BMP7
chr20	57089661	57089915	255	*	X11560	149773	57090435	57194948	104514	+	519	upstream	519	APCDD1L-DT
chr20	57089661	57089915	255	*	X11560	164284	57034426	57089949	55524	-	0	inside	33	APCDD1L
chr20	57090786	57091186	401	*	X11561	164284	57034426	57089949	55524	-	836	upstream	836	APCDD1L
chr20	57091227	57091265	39	*	X11562	164284	57034426	57089949	55524	-	1277	upstream	1277	APCDD1L
chr20	57090786	57091265	480	*	X11563	164284	57034426	57089949	55524	-	836	upstream	836	APCDD1L
chr20	57427562	57427781	220	*	X11568	149775	57393973	57425958	31986	-	1603	upstream	1603	GNAS-AS1
chr20	57873724	57873858	135	*	X11582	1908	57875499	57901047	25549	+	1640	upstream	1640	EDN3
chr20	57874099	57874413	315	*	X11583	1908	57875499	57901047	25549	+	1085	upstream	1085	EDN3
chr20	57874099	57874413	315	*	X11584	1908	57875499	57901047	25549	+	1085	upstream	1085	EDN3
chr20	58150978	58151091	114	*	X11591	116154	58152564	58422766	270203	+	1472	upstream	1472	PHACTR3
chr20	58150927	58151091	165	*	X11592	116154	58152564	58422766	270203	+	1472	upstream	1472	PHACTR3
chr20	58151481	58151856	376	*	X11593	116154	58152564	58422766	270203	+	707	upstream	707	PHACTR3
chr20	58151452	58151856	405	*	X11594	116154	58152564	58422766	270203	+	707	upstream	707	PHACTR3
chr20	58151887	58152036	150	*	X11595	116154	58152564	58422766	270203	+	527	upstream	527	PHACTR3
chr20	58151887	58152036	150	*	X11596	116154	58152564	58422766	270203	+	527	upstream	527	PHACTR3
chr20	58152682	58152861	180	*	X11597	116154	58152564	58422766	270203	+	0	inside	117	PHACTR3
chr20	59826229	59826363	135	*	X11624	1002	59827482	60515673	688192	+	1118	upstream	1118	CDH4
chr20	59826229	59826363	135	*	X11625	1002	59827482	60515673	688192	+	1118	upstream	1118	CDH4
chr20	59826979	59826986	8	*	X11626	1002	59827482	60515673	688192	+	495	upstream	495	CDH4
chr20	59826979	59827084	106	*	X11627	1002	59827482	60515673	688192	+	397	upstream	397	CDH4
chr20	60795768	60795892	125	*	X11643	11255	60790017	60795323	5307	-	444	upstream	444	HRH3
chr20	60795710	60795892	183	*	X11644	11255	60790017	60795323	5307	-	386	upstream	386	HRH3
chr20	60796118	60796267	150	*	X11645	11255	60790017	60795323	5307	-	794	upstream	794	HRH3
chr20	60796118	60796267	150	*	X11646	11255	60790017	60795323	5307	-	794	upstream	794	HRH3
chr20	60796463	60796597	135	*	X11647	11255	60790017	60795323	5307	-	1139	upstream	1139	HRH3
chr20	60796703	60796822	120	*	X11648	11255	60790017	60795323	5307	-	1379	upstream	1379	HRH3
chr20	60796703	60796822	120	*	X11649	11255	60790017	60795323	5307	-	1379	upstream	1379	HRH3
chr20	60796883	60796987	105	*	X11650	11255	60790017	60795323	5307	-	1559	upstream	1559	HRH3
chr20	60796883	60796987	105	*	X11651	11255	60790017	60795323	5307	-	1559	upstream	1559	HRH3
chr20	60797033	60797176	144	*	X11652	11255	60790017	60795323	5307	-	1709	upstream	1709	HRH3
chr20	60797033	60797182	150	*	X11653	11255	60790017	60795323	5307	-	1709	upstream	1709	HRH3
chr20	61050905	61051066	162	*	X11655	140628	61038553	61051026	12474	-	0	overlapStart	0	GATA5
chr20	61051541	61051765	225	*	X11656	140628	61038553	61051026	12474	-	514	upstream	514	GATA5
chr20	61051541	61051765	225	*	X11657	140628	61038553	61051026	12474	-	514	upstream	514	GATA5
chr20	61052767	61052916	150	*	X11658	140628	61038553	61051026	12474	-	1740	upstream	1740	GATA5
chr20	61052767	61052916	150	*	X11659	140628	61038553	61051026	12474	-	1740	upstream	1740	GATA5
chr20	61147369	61147533	165	*	X11676	128826	61147660	61167971	20312	+	126	upstream	126	MIR1-1HG
chr20	61148509	61148520	12	*	X11679	253868	61141438	61148768	7331	-	0	inside	247	MIR1-1HG-AS1
chr20	61148509	61148760	252	*	X11680	253868	61141438	61148768	7331	-	0	inside	7	MIR1-1HG-AS1
chr20	61148784	61148913	130	*	X11681	253868	61141438	61148768	7331	-	15	upstream	15	MIR1-1HG-AS1
chr20	61149244	61149321	78	*	X11682	253868	61141438	61148768	7331	-	475	upstream	475	MIR1-1HG-AS1
chr20	61339896	61340030	135	*	X11685	4923	61340189	61394123	53935	+	158	upstream	158	NTSR1
chr20	61340144	61340345	202	*	X11686	4923	61340189	61394123	53935	+	0	overlapStart	0	NTSR1
chr20	61638533	61638550	18	*	X11702	128408	61637331	61638387	1057	-	145	upstream	145	BHLHE23
chr20	61638881	61639036	156	*	X11703	128408	61637331	61638387	1057	-	493	upstream	493	BHLHE23
chr20	61638881	61639036	156	*	X11703	63930	61640735	61716423	75689	+	1698	upstream	1698	LINC01749
chr20	61639217	61639666	450	*	X11704	128408	61637331	61638387	1057	-	829	upstream	829	BHLHE23
chr20	61639217	61639666	450	*	X11704	63930	61640735	61716423	75689	+	1068	upstream	1068	LINC01749
chr20	61639772	61640307	536	*	X11705	128408	61637331	61638387	1057	-	1384	upstream	1384	BHLHE23
chr20	61639772	61640307	536	*	X11705	63930	61640735	61716423	75689	+	427	upstream	427	LINC01749
chr20	61640731	61640956	226	*	X11706	63930	61640735	61716423	75689	+	0	overlapStart	0	LINC01749
chr20	61731246	61731305	60	*	X11713	768096	61732644	61735737	3094	+	1338	upstream	1338	HAR1A
chr20	61731859	61731935	77	*	X11714	768096	61732644	61735737	3094	+	708	upstream	708	HAR1A
chr20	61732116	61732291	176	*	X11715	768096	61732644	61735737	3094	+	352	upstream	352	HAR1A
chr20	61732311	61732385	75	*	X11716	768096	61732644	61735737	3094	+	258	upstream	258	HAR1A
chr20	61732768	61732912	145	*	X11717	768096	61732644	61735737	3094	+	0	inside	123	HAR1A
chr20	61732768	61732912	145	*	X11718	768096	61732644	61735737	3094	+	0	inside	123	HAR1A
chr20	61734595	61734833	239	*	X11719	768097	61726845	61733671	6827	-	923	upstream	923	HAR1B
chr20	61807785	61808204	420	*	X11730	406909	61809852	61809938	87	+	1647	upstream	1647	MIR124-3
chr20	61807785	61808204	420	*	X11731	406909	61809852	61809938	87	+	1647	upstream	1647	MIR124-3
chr20	61808979	61809104	126	*	X11732	406909	61809852	61809938	87	+	747	upstream	747	MIR124-3
chr20	62130721	62130991	271	*	X11747	1917	62119365	62130668	11304	-	52	upstream	52	EEF1A2
chr20	62131547	62131609	63	*	X11748	1917	62119365	62130668	11304	-	878	upstream	878	EEF1A2
chr20	62131632	62131816	185	*	X11749	1917	62119365	62130668	11304	-	963	upstream	963	EEF1A2
chr20	62681052	62681172	121	*	X11757	54345	62679079	62680979	1901	-	72	upstream	72	SOX18
chr20	62711911	62711922	12	*	X11758	10287	62704535	62711324	6790	-	586	upstream	586	RGS19
chr20	62716028	62716052	25	*	X11762	198437	62714733	62715712	980	-	315	upstream	315	LKAAEAR1
chr20	62716028	62716192	165	*	X11763	198437	62714733	62715712	980	-	315	upstream	315	LKAAEAR1
chr20	62716358	62716687	330	*	X11764	198437	62714733	62715712	980	-	645	upstream	645	LKAAEAR1
chr21	22369642	22369776	135	*	X11772	4685	22370633	22912517	541885	+	856	upstream	856	NCAM2
chr21	22369642	22369776	135	*	X11773	4685	22370633	22912517	541885	+	856	upstream	856	NCAM2
chr21	22370002	22370166	165	*	X11774	4685	22370633	22912517	541885	+	466	upstream	466	NCAM2
chr21	22370002	22370166	165	*	X11775	4685	22370633	22912517	541885	+	466	upstream	466	NCAM2
chr21	26934344	26934448	105	*	X11776	114614	26934457	26947480	13024	+	8	upstream	8	MIR155HG
chr21	28339534	28339554	21	*	X11780	11096	28290231	28339439	49209	-	94	upstream	94	ADAMTS5
chr21	31312220	31312369	150	*	X11783	2897	30909254	31312282	403029	-	0	overlapStart	0	GRIK1
chr21	33784519	33784642	124	*	X11785	59271	33784752	33887697	102946	+	109	upstream	109	EVA1C
chr21	33784519	33784642	124	*	X11786	59271	33784752	33887697	102946	+	109	upstream	109	EVA1C
chr21	33785003	33785137	135	*	X11788	59271	33784752	33887697	102946	+	0	inside	250	EVA1C
chr21	34441482	34441616	135	*	X11803	116448	34442450	34444728	2279	+	833	upstream	833	OLIG1
chr21	36039692	36039822	131	*	X11812	54102	36041688	36090519	48832	+	1865	upstream	1865	CLIC6
chr21	36040993	36041172	180	*	X11813	54102	36041688	36090519	48832	+	515	upstream	515	CLIC6
chr21	36040993	36041172	180	*	X11814	54102	36041688	36090519	48832	+	515	upstream	515	CLIC6
chr21	36041458	36041562	105	*	X11815	54102	36041688	36090519	48832	+	125	upstream	125	CLIC6
chr21	36041788	36043047	1260	*	X11816	54102	36041688	36090519	48832	+	0	inside	99	CLIC6
chr21	37507261	37507410	150	*	X11820	874	37507263	37518860	11598	+	0	overlapStart	0	CBR3
chr21	42538929	42539026	98	*	X11832	100423023	42539484	42539556	73	+	457	upstream	457	MIR3197
chr21	42538929	42539026	98	*	X11832	25825	42539728	42648524	108797	+	701	upstream	701	BACE2
chr21	42538929	42539154	226	*	X11833	100423023	42539484	42539556	73	+	329	upstream	329	MIR3197
chr21	42538929	42539154	226	*	X11833	25825	42539728	42648524	108797	+	573	upstream	573	BACE2
chr21	42539387	42539481	95	*	X11834	100423023	42539484	42539556	73	+	2	upstream	2	MIR3197
chr21	42539387	42539481	95	*	X11834	25825	42539728	42648524	108797	+	246	upstream	246	BACE2
chr21	42539500	42539573	74	*	X11835	100423023	42539484	42539556	73	+	0	overlapEnd	15	MIR3197
chr21	42539500	42539573	74	*	X11835	25825	42539728	42648524	108797	+	154	upstream	154	BACE2
chr21	43188454	43188489	36	*	X11850	54101	43159529	43187249	27721	-	1204	upstream	1204	RIPK4
chr21	46131897	46131953	57	*	X11873	54084	45917775	46131495	213721	-	401	upstream	401	TSPEAR
chr21	46132116	46132436	321	*	X11874	54084	45917775	46131495	213721	-	620	upstream	620	TSPEAR
chr21	46339941	46339949	9	*	X11881	100505746	46340950	46349595	8646	+	1000	upstream	1000	ITGB2-AS1
chr21	46339695	46339949	255	*	X11882	100505746	46340950	46349595	8646	+	1000	upstream	1000	ITGB2-AS1
chr21	46348495	46348514	20	*	X11895	3689	46305868	46348753	42886	-	0	inside	238	ITGB2
chr21	46348495	46348644	150	*	X11896	3689	46305868	46348753	42886	-	0	inside	108	ITGB2
chr21	46349421	46349459	39	*	X11897	3689	46305868	46348753	42886	-	667	upstream	667	ITGB2
chr21	46349640	46349784	145	*	X11898	3689	46305868	46348753	42886	-	886	upstream	886	ITGB2
chr21	46349793	46349834	42	*	X11899	3689	46305868	46348753	42886	-	1039	upstream	1039	ITGB2
chr21	46349640	46349784	145	*	X11900	3689	46305868	46348753	42886	-	886	upstream	886	ITGB2
chr21	46349793	46349834	42	*	X11901	3689	46305868	46348753	42886	-	1039	upstream	1039	ITGB2
chr21	46350603	46350794	192	*	X11902	3689	46305868	46348753	42886	-	1849	upstream	1849	ITGB2
chr21	46350300	46350424	125	*	X11903	3689	46305868	46348753	42886	-	1546	upstream	1546	ITGB2
chr21	46350300	46350794	495	*	X11904	3689	46305868	46348753	42886	-	1546	upstream	1546	ITGB2
chr21	47062229	47062284	56	*	X11910	54039	47063683	47362368	298686	+	1398	upstream	1398	PCBP3
chr21	47400066	47400215	150	*	X11915	1291	47401663	47424963	23301	+	1447	upstream	1447	COL6A1
chr22	17489050	17489274	225	*	X11921	128954	17442827	17489112	46286	-	0	overlapStart	0	GAB4
chr22	17489290	17489507	218	*	X11922	128954	17442827	17489112	46286	-	177	upstream	177	GAB4
chr22	17489050	17489274	225	*	X11923	128954	17442827	17489112	46286	-	0	overlapStart	0	GAB4
chr22	17489290	17489507	218	*	X11924	128954	17442827	17489112	46286	-	177	upstream	177	GAB4
chr22	17489613	17489762	150	*	X11925	128954	17442827	17489112	46286	-	500	upstream	500	GAB4
chr22	17489853	17489972	120	*	X11926	128954	17442827	17489112	46286	-	740	upstream	740	GAB4
chr22	18507074	18507208	135	*	X11930	57553	18270416	18507325	236910	-	0	inside	116	MICAL3
chr22	18507074	18507208	135	*	X11931	57553	18270416	18507325	236910	-	0	inside	116	MICAL3
chr22	18592688	18593047	360	*	X11932	51807	18593453	18614498	21046	+	405	upstream	405	TUBA8
chr22	18592688	18593047	360	*	X11933	51807	18593453	18614498	21046	+	405	upstream	405	TUBA8
chr22	18593412	18593546	135	*	X11934	51807	18593453	18614498	21046	+	0	overlapStart	0	TUBA8
chr22	18593694	18594112	419	*	X11935	51807	18593453	18614498	21046	+	0	inside	240	TUBA8
chr22	19133952	19134134	183	*	X11938	8220	19117792	19132190	14399	-	1761	upstream	1761	ESS2
chr22	19137908	19137974	67	*	X11947	2928	19136504	19137796	1293	-	111	upstream	111	GSC2
chr22	19700936	19701160	225	*	X11954	100526833	19701987	19712297	10311	+	826	upstream	826	SEPT5-GP1BB
chr22	19701296	19701460	165	*	X11955	100526833	19701987	19712297	10311	+	526	upstream	526	SEPT5-GP1BB
chr22	19701596	19701777	182	*	X11956	100526833	19701987	19712297	10311	+	209	upstream	209	SEPT5-GP1BB
chr22	19742287	19742436	150	*	X11983	6899	19744226	19771112	26887	+	1789	upstream	1789	TBX1
chr22	19742977	19743291	315	*	X11984	6899	19744226	19771112	26887	+	934	upstream	934	TBX1
chr22	19743517	19743951	435	*	X11985	6899	19744226	19771112	26887	+	274	upstream	274	TBX1
chr22	19744192	19744304	113	*	X11987	6899	19744226	19771112	26887	+	0	overlapStart	0	TBX1
chr22	19744386	19744423	38	*	X11988	6899	19744226	19771112	26887	+	0	inside	159	TBX1
chr22	20002782	20002901	120	*	X12003	128989	20004554	20053447	48894	+	1652	upstream	1652	TANGO2
chr22	20003950	20003991	42	*	X12004	128989	20004554	20053447	48894	+	562	upstream	562	TANGO2
chr22	20792817	20793477	661	*	X12022	91179	20778874	20792146	13273	-	670	upstream	670	SCARF2
chr22	21318230	21318379	150	*	X12024	150209	21319418	21335649	16232	+	1038	upstream	1038	AIFM3
chr22	21318230	21318379	150	*	X12025	150209	21319418	21335649	16232	+	1038	upstream	1038	AIFM3
chr22	21318530	21318709	180	*	X12026	150209	21319418	21335649	16232	+	708	upstream	708	AIFM3
chr22	21318530	21318709	180	*	X12027	150209	21319418	21335649	16232	+	708	upstream	708	AIFM3
chr22	21332576	21332680	105	*	X12033	8216	21333751	21353326	19576	+	1070	upstream	1070	LZTR1
chr22	21386388	21386642	255	*	X12034	6545	21383007	21386847	3841	-	0	inside	204	SLC7A4
chr22	22874761	22874850	90	*	X12108	129025	22868061	22874613	6553	-	147	upstream	147	ZNF280A
chr22	22874971	22874979	9	*	X12109	129025	22868061	22874613	6553	-	357	upstream	357	ZNF280A
chr22	22901948	22902067	120	*	X12110	648691	22901756	22909007	7252	+	0	inside	191	LL22NC03-63E9.3
chr22	22901948	22902067	120	*	X12110	23532	22890123	22901696	11574	-	251	upstream	251	PRAME
chr22	23164779	23164928	150	*	X12139	723778	23165270	23165360	91	+	341	upstream	341	MIR650
chr22	23411861	23411995	135	*	X12156	2781	23412669	23467221	54553	+	673	upstream	673	GNAZ
chr22	24890701	24890719	19	*	X12187	646023	24825178	24890783	65606	-	0	inside	63	ADORA2A-AS1
chr22	24890701	24890805	105	*	X12188	646023	24825178	24890783	65606	-	0	overlapStart	0	ADORA2A-AS1
chr22	24890896	24891030	135	*	X12189	646023	24825178	24890783	65606	-	112	upstream	112	ADORA2A-AS1
chr22	24890896	24891030	135	*	X12190	646023	24825178	24890783	65606	-	112	upstream	112	ADORA2A-AS1
chr22	24891496	24891735	240	*	X12191	646023	24825178	24890783	65606	-	712	upstream	712	ADORA2A-AS1
chr22	24891496	24891735	240	*	X12192	646023	24825178	24890783	65606	-	712	upstream	712	ADORA2A-AS1
chr22	26565731	26566015	285	*	X12207	23544	26565440	26779563	214124	+	0	inside	290	SEZ6L
chr22	28198060	28198196	137	*	X12215	4330	28144265	28197486	53222	-	573	upstream	573	MN1
chr22	28199321	28199425	105	*	X12216	4330	28144265	28197486	53222	-	1834	upstream	1834	MN1
chr22	28199321	28199425	105	*	X12217	4330	28144265	28197486	53222	-	1834	upstream	1834	MN1
chr22	29467119	29467268	150	*	X12222	83999	29469066	29564321	95256	+	1797	upstream	1797	KREMEN1
chr22	29467119	29467268	150	*	X12223	83999	29469066	29564321	95256	+	1797	upstream	1797	KREMEN1
chr22	29467374	29467538	165	*	X12224	83999	29469066	29564321	95256	+	1527	upstream	1527	KREMEN1
chr22	29467788	29467838	51	*	X12225	83999	29469066	29564321	95256	+	1227	upstream	1227	KREMEN1
chr22	29467674	29467838	165	*	X12226	83999	29469066	29564321	95256	+	1227	upstream	1227	KREMEN1
chr22	29711408	29711499	92	*	X12227	10633	29708922	29711745	2824	-	0	inside	245	RASL10A
chr22	29711408	29711557	150	*	X12228	10633	29708922	29711745	2824	-	0	inside	187	RASL10A
chr22	29874901	29875200	300	*	X12229	4744	29876181	29887277	11097	+	980	upstream	980	NEFH
chr22	29874901	29875200	300	*	X12230	4744	29876181	29887277	11097	+	980	upstream	980	NEFH
chr22	30114496	30114630	135	*	X12234	164633	30116344	30127820	11477	+	1713	upstream	1713	CABP7
chr22	30114826	30115035	210	*	X12235	164633	30116344	30127820	11477	+	1308	upstream	1308	CABP7
chr22	30114826	30115035	210	*	X12236	164633	30116344	30127820	11477	+	1308	upstream	1308	CABP7
chr22	30115411	30115560	150	*	X12237	164633	30116344	30127820	11477	+	783	upstream	783	CABP7
chr22	30115411	30115560	150	*	X12238	164633	30116344	30127820	11477	+	783	upstream	783	CABP7
chr22	30115696	30115851	156	*	X12239	164633	30116344	30127820	11477	+	492	upstream	492	CABP7
chr22	30115696	30115851	156	*	X12240	164633	30116344	30127820	11477	+	492	upstream	492	CABP7
chr22	30115881	30115923	43	*	X12241	164633	30116344	30127820	11477	+	420	upstream	420	CABP7
chr22	31503296	31503395	100	*	X12257	27124	31503961	31530683	26723	+	565	upstream	565	INPP5J
chr22	31503296	31503395	100	*	X12257	140606	31500763	31503551	2789	-	0	inside	155	SELENOM
chr22	35936691	35936907	217	*	X12268	23551	35937352	35950045	12694	+	444	upstream	444	RASD2
chr22	37098432	37098454	23	*	X12270	10369	36956916	37098690	141775	-	0	inside	235	CACNG2
chr22	37098418	37098454	37	*	X12271	10369	36956916	37098690	141775	-	0	inside	235	CACNG2
chr22	37100270	37100419	150	*	X12273	10369	36956916	37098690	141775	-	1579	upstream	1579	CACNG2
chr22	37100270	37100419	150	*	X12274	10369	36956916	37098690	141775	-	1579	upstream	1579	CACNG2
chr22	37309083	37309247	165	*	X12291	1439	37309675	37336479	26805	+	427	upstream	427	CSF2RB
chr22	37309083	37309247	165	*	X12292	1439	37309675	37336479	26805	+	427	upstream	427	CSF2RB
chr22	37309764	37309953	190	*	X12293	1439	37309675	37336479	26805	+	0	inside	88	CSF2RB
chr22	37823612	37823653	42	*	X12306	114794	37764000	37823505	59506	-	106	upstream	106	ELFN2
chr22	37824359	37824493	135	*	X12307	114794	37764000	37823505	59506	-	853	upstream	853	ELFN2
chr22	37824359	37824493	135	*	X12308	114794	37764000	37823505	59506	-	853	upstream	853	ELFN2
chr22	37824869	37824897	29	*	X12309	114794	37764000	37823505	59506	-	1363	upstream	1363	ELFN2
chr22	37824869	37825003	135	*	X12310	114794	37764000	37823505	59506	-	1363	upstream	1363	ELFN2
chr22	37955690	37955794	105	*	X12312	11135	37956471	37965410	8940	+	676	upstream	676	CDC42EP1
chr22	38200579	38200728	150	*	X12315	3005	38201114	38203443	2330	+	385	upstream	385	H1-0
chr22	38202409	38202510	102	*	X12318	23464	38203912	38213183	9272	+	1401	upstream	1401	GCAT
chr22	38850929	38850989	61	*	X12331	3761	38822333	38851205	28873	-	0	inside	215	KCNJ4
chr22	38852205	38852353	149	*	X12332	3761	38822333	38851205	28873	-	999	upstream	999	KCNJ4
chr22	39240225	39240329	105	*	X12334	23467	39214456	39240017	25562	-	207	upstream	207	NPTXR
chr22	39240562	39240681	120	*	X12335	23467	39214456	39240017	25562	-	544	upstream	544	NPTXR
chr22	39240562	39240681	120	*	X12336	23467	39214456	39240017	25562	-	544	upstream	544	NPTXR
chr22	39550419	39550530	112	*	X12337	23492	39526779	39548538	21760	-	1880	upstream	1880	CBX7
chr22	39641175	39641236	62	*	X12339	5155	39619685	39640957	21273	-	217	upstream	217	PDGFB
chr22	39852469	39852676	208	*	X12343	4248	39853325	39888199	34875	+	648	upstream	648	MGAT3
chr22	40390288	40390452	165	*	X12380	113828	40390953	40426043	35091	+	500	upstream	500	FAM83F
chr22	42311202	42311288	87	*	X12385	440829	42305558	42310671	5114	-	530	upstream	530	SHISA8
chr22	42322829	42322948	120	*	X12392	115650	42321036	42322821	1786	-	7	upstream	7	TNFRSF13C
chr22	42323310	42323438	129	*	X12393	115650	42321036	42322821	1786	-	488	upstream	488	TNFRSF13C
chr22	42373002	42373043	42	*	X12394	55964	42372931	42394225	21295	+	0	inside	70	SEPTIN3
chr22	43505741	43505875	135	*	X12400	638	43506754	43525718	18965	+	878	upstream	878	BIK
chr22	43505741	43505861	121	*	X12401	638	43506754	43525718	18965	+	892	upstream	892	BIK
chr22	43506146	43506250	105	*	X12402	638	43506754	43525718	18965	+	503	upstream	503	BIK
chr22	43506146	43506250	105	*	X12403	638	43506754	43525718	18965	+	503	upstream	503	BIK
chr22	43739544	43739693	150	*	X12412	80274	43599229	43739394	140166	-	149	upstream	149	SCUBE1
chr22	43740234	43740308	75	*	X12413	80274	43599229	43739394	140166	-	839	upstream	839	SCUBE1
chr22	43807403	43807522	120	*	X12414	758	43808020	43902800	94781	+	497	upstream	497	MPPED1
chr22	45021157	45021276	120	*	X12422	414351	45002208	45021299	19092	-	0	inside	22	LINC00229
chr22	45063889	45064038	150	*	X12425	55615	45064427	45133561	69135	+	388	upstream	388	PRR5
chr22	45097716	45097883	168	*	X12427	553158	45098078	45258664	160587	+	194	upstream	194	PRR5-ARHGAP8
chr22	45808861	45809310	450	*	X12428	26150	45809572	45828302	18731	+	261	upstream	261	RIBC2
chr22	45808861	45809310	450	*	X12428	27127	45739945	45809500	69556	-	0	inside	189	SMC1B
chr22	45809881	45810045	165	*	X12429	27127	45739945	45809500	69556	-	380	upstream	380	SMC1B
chr22	46372999	46373009	11	*	X12442	7477	46316248	46373008	56761	-	0	overlapStart	0	WNT7B
chr22	46373376	46373519	144	*	X12443	7477	46316248	46373008	56761	-	367	upstream	367	WNT7B
chr22	46373300	46373519	220	*	X12444	7477	46316248	46373008	56761	-	291	upstream	291	WNT7B
chr22	46441015	46441079	65	*	X12451	100271722	46435787	46440748	4962	-	266	upstream	266	LINC00899
chr22	46441545	46441679	135	*	X12452	100271722	46435787	46440748	4962	-	796	upstream	796	LINC00899
chr22	46441545	46441679	135	*	X12453	100271722	46435787	46440748	4962	-	796	upstream	796	LINC00899
chr22	46545167	46545301	135	*	X12459	5465	46546499	46639653	93155	+	1197	upstream	1197	PPARA
chr22	46545167	46545301	135	*	X12460	5465	46546499	46639653	93155	+	1197	upstream	1197	PPARA
chr22	46545632	46545642	11	*	X12461	5465	46546499	46639653	93155	+	856	upstream	856	PPARA
chr22	46545761	46545781	21	*	X12462	5465	46546499	46639653	93155	+	717	upstream	717	PPARA
chr22	46546712	46546803	92	*	X12463	5465	46546499	46639653	93155	+	0	inside	212	PPARA
chr22	46933779	46933958	180	*	X12464	9620	46756731	46933067	176337	-	711	upstream	711	CELSR1
chr22	46934491	46934838	348	*	X12465	9620	46756731	46933067	176337	-	1423	upstream	1423	CELSR1
chr22	46934272	46934838	567	*	X12466	9620	46756731	46933067	176337	-	1204	upstream	1204	CELSR1
chr22	46935034	46935288	255	*	X12467	9620	46756731	46933067	176337	-	1966	upstream	1966	CELSR1
chr22	46935034	46935288	255	*	X12468	9620	46756731	46933067	176337	-	1966	upstream	1966	CELSR1
chr22	50452323	50452344	22	*	X12492	400935	50432942	50451055	18114	-	1267	upstream	1267	IL17REL
chr22	50452298	50452344	47	*	X12493	400935	50432942	50451055	18114	-	1242	upstream	1242	IL17REL
chr22	50453037	50453216	180	*	X12494	400935	50432942	50451055	18114	-	1981	upstream	1981	IL17REL
chr22	50453037	50453216	180	*	X12495	400935	50432942	50451055	18114	-	1981	upstream	1981	IL17REL
chr22	50607284	50607635	352	*	X12499	56666	50609160	50618724	9565	+	1524	upstream	1524	PANX2
chr22	50607936	50607999	64	*	X12500	56666	50609160	50618724	9565	+	1160	upstream	1160	PANX2
chr22	50607936	50608026	91	*	X12501	56666	50609160	50618724	9565	+	1133	upstream	1133	PANX2
chr22	50608049	50608084	36	*	X12502	56666	50609160	50618724	9565	+	1075	upstream	1075	PANX2
chr22	50709616	50709670	55	*	X12513	5600	50702142	50709340	7199	-	275	upstream	275	MAPK11
chr22	50710001	50710112	112	*	X12514	5600	50702142	50709340	7199	-	660	upstream	660	MAPK11
chr22	50710230	50710264	35	*	X12515	5600	50702142	50709340	7199	-	889	upstream	889	MAPK11
chr22	50919622	50919741	120	*	X12517	79924	50919985	50924866	4882	+	243	upstream	243	ADM2
chr22	50969894	50970103	210	*	X12519	1890	50964181	50968514	4334	-	1379	upstream	1379	TYMP
